,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2024-04-30,501.98,-0.02,2.04,116.62,-0.05,3.27,-0.05,3.85,16.46,-23.77,8264.62,-2772.63,5491.99,-53.26
2024-05-01,500.35,-0.0,2.04,115.35,-0.01,3.23,-0.01,3.81,16.46,-23.77,8237.78,-2742.43,5495.35,10.48
2024-05-02,505.03,0.01,2.06,118.44,0.03,3.32,0.03,3.92,16.46,-23.77,8314.83,-2815.9,5498.93,-132.86
2024-05-03,511.29,0.01,2.08,122.86,0.04,3.44,0.04,4.07,16.8,-23.44,8590.42,-2879.52,5710.89,-48.15
2024-05-06,516.57,0.01,2.1,126.62,0.03,3.55,0.03,4.19,17.02,-23.22,8791.04,-2940.22,5850.82,-29.62
2024-05-07,517.14,0.0,2.11,127.1,0.0,3.56,0.0,4.21,17.02,-23.22,8800.74,-2951.36,5849.38,-53.35
2024-05-08,517.19,0.0,2.11,127.03,-0.0,3.56,0.0,4.21,17.02,-23.22,8801.59,-2949.74,5851.85,-47.63
2024-05-09,520.17,0.01,2.12,129.1,0.02,3.62,0.02,4.28,17.02,-23.22,8852.3,-2997.81,5854.5,-141.11
2024-05-10,520.84,0.0,2.12,129.55,0.0,3.63,0.0,4.3,17.17,-23.07,8944.24,-2988.23,5956.01,-20.44
2024-05-13,520.91,0.0,2.12,129.57,0.0,3.63,0.0,4.3,17.17,-23.07,8945.44,-2988.69,5956.75,-20.62
2024-05-14,523.3,0.0,2.13,131.21,0.01,3.68,0.01,4.36,17.17,-23.07,8986.48,-3026.52,5959.97,-93.06
2024-05-15,529.78,0.01,2.16,136.09,0.04,3.81,0.04,4.52,17.47,-22.76,9257.5,-3098.04,6159.45,-36.64
2024-05-16,528.69,-0.0,2.15,135.07,-0.01,3.79,-0.01,4.49,17.47,-22.76,9238.45,-3074.83,6163.62,13.97
2024-05-17,529.45,0.0,2.16,135.59,0.0,3.8,0.0,4.51,17.47,-22.76,9251.73,-3086.66,6165.07,-8.26
2024-05-20,530.06,0.0,2.16,136.11,0.0,3.81,0.0,4.53,17.47,-22.76,9262.39,-3098.5,6163.89,-33.11
2024-05-21,531.36,0.0,2.16,137.0,0.01,3.84,0.01,4.56,17.47,-22.76,9285.11,-3118.76,6166.35,-71.18
2024-05-22,529.83,-0.0,2.16,135.79,-0.01,3.81,-0.01,4.52,17.47,-22.76,9258.37,-3091.22,6167.16,-15.28
2024-05-23,525.96,-0.01,2.14,132.67,-0.02,3.72,-0.02,4.42,17.47,-22.76,9190.75,-3020.19,6170.56,130.18
2024-05-24,529.44,0.01,2.16,135.23,0.02,3.79,0.02,4.51,17.47,-22.76,9251.56,-3078.47,6173.09,16.15
2024-05-28,529.81,0.0,2.16,135.5,0.0,3.8,0.0,4.52,17.47,-22.76,9258.02,-3084.61,6173.41,4.18
2024-05-29,526.1,-0.01,2.14,132.65,-0.02,3.72,-0.02,4.42,17.47,-22.76,9193.19,-3019.73,6173.46,133.99
2024-05-30,522.61,-0.01,2.13,129.98,-0.02,3.64,-0.02,4.34,17.15,-23.09,8961.09,-3001.51,5959.58,-43.44
2024-05-31,527.37,0.01,2.15,133.3,0.03,3.74,0.03,4.45,17.33,-22.91,9138.62,-3053.93,6084.69,-23.18
2024-06-03,527.8,0.0,2.15,133.56,0.0,3.74,0.0,4.47,17.33,-22.91,9146.07,-3059.89,6086.18,-33.6
2024-06-04,528.39,0.0,2.15,133.94,0.0,3.75,0.0,4.48,17.33,-22.91,9156.3,-3068.6,6087.7,-49.49
2024-06-05,534.67,0.01,2.18,138.69,0.04,3.89,0.04,4.64,17.58,-22.66,9398.69,-3142.77,6255.92,-29.63
2024-06-06,534.66,-0.0,2.18,138.64,-0.0,3.89,-0.0,4.64,17.58,-22.66,9398.51,-3141.64,6256.87,-26.41
2024-06-07,534.01,-0.0,2.17,137.97,-0.0,3.87,-0.0,4.62,17.58,-22.66,9387.09,-3126.46,6260.63,7.72
2024-06-10,535.66,0.0,2.18,139.24,0.01,3.9,0.01,4.67,17.58,-22.66,9416.09,-3155.24,6260.86,-49.62
2024-06-11,536.95,0.0,2.19,140.16,0.01,3.93,0.01,4.7,17.58,-22.66,9438.77,-3176.08,6262.69,-89.48
2024-06-12,541.36,0.01,2.2,143.57,0.02,4.02,0.02,4.82,17.8,-22.44,9638.18,-3221.03,6417.15,-24.91
2024-06-13,542.45,0.0,2.21,144.46,0.01,4.05,0.01,4.84,17.8,-22.44,9657.59,-3241.0,6416.59,-65.41
2024-06-14,542.78,0.0,2.21,144.57,0.0,4.05,0.0,4.85,17.8,-22.44,9663.46,-3243.47,6420.0,-66.94
2024-06-17,547.1,0.01,2.23,147.95,0.02,4.15,0.02,4.97,18.0,-22.24,9849.13,-3289.89,6559.25,-20.53
2024-06-18,548.49,0.0,2.23,149.03,0.01,4.18,0.01,5.01,18.0,-22.24,9874.16,-3313.9,6560.25,-67.55
2024-06-20,547.0,-0.0,2.23,147.79,-0.01,4.14,-0.01,4.97,18.0,-22.24,9847.33,-3286.33,6561.0,-11.65
2024-06-21,544.51,-0.0,2.22,146.74,-0.01,4.11,-0.01,4.9,18.0,-22.24,9802.51,-3262.98,6539.53,13.57
2024-06-24,542.74,-0.0,2.21,145.49,-0.01,4.08,-0.01,4.85,18.0,-22.24,9770.64,-3235.18,6535.46,65.09
2024-06-25,544.83,0.0,2.22,146.86,0.01,4.12,0.01,4.91,18.0,-22.24,9808.27,-3265.65,6542.62,11.32
2024-06-26,545.51,0.0,2.22,147.43,0.0,4.13,0.0,4.93,18.0,-22.24,9820.51,-3278.32,6542.19,-14.46
2024-06-27,546.37,0.0,2.22,147.93,0.0,4.15,0.0,4.95,18.0,-22.24,9835.99,-3289.44,6546.55,-32.33
2024-06-28,544.22,-0.0,2.22,146.07,-0.01,4.09,-0.01,4.89,18.0,-22.24,9797.28,-3248.08,6549.2,53.04
2024-07-01,545.34,0.0,2.22,146.99,0.01,4.12,0.01,4.92,18.0,-22.24,9817.45,-3268.54,6548.91,11.83
2024-07-02,549.01,0.01,2.23,149.77,0.02,4.2,0.02,5.02,18.0,-22.24,9883.52,-3330.36,6553.16,-107.55
2024-07-03,551.46,0.0,2.24,151.67,0.01,4.25,0.01,5.09,18.17,-22.06,10022.72,-3346.45,6676.27,-16.63
2024-07-05,554.64,0.01,2.26,154.21,0.02,4.32,0.02,5.17,18.17,-22.06,10080.52,-3402.49,6678.02,-126.96
2024-07-08,555.28,0.0,2.26,154.69,0.0,4.34,0.0,5.19,18.17,-22.06,10092.15,-3413.08,6679.06,-147.1
2024-07-09,555.82,0.0,2.26,155.07,0.0,4.35,0.0,5.21,18.32,-21.92,10183.18,-3398.81,6784.38,-13.24
2024-07-10,561.32,0.01,2.28,159.55,0.03,4.47,0.03,5.36,18.51,-21.73,10387.48,-3467.57,6919.9,-15.25
2024-07-11,556.48,-0.01,2.27,155.43,-0.03,4.36,-0.03,5.22,18.33,-21.91,10200.16,-3405.33,6794.83,-15.84
2024-07-12,559.99,0.01,2.28,158.16,0.02,4.43,0.02,5.32,18.33,-21.91,10264.5,-3465.15,6799.35,-130.94
2024-07-15,561.53,0.0,2.29,159.45,0.01,4.47,0.01,5.37,18.5,-21.74,10386.48,-3466.79,6919.69,-13.89
2024-07-16,564.86,0.01,2.3,162.26,0.02,4.55,0.02,5.46,18.5,-21.74,10448.07,-3527.88,6920.19,-135.58
2024-07-17,556.94,-0.01,2.27,155.39,-0.04,4.36,-0.04,5.23,18.32,-21.92,10202.4,-3406.19,6796.21,-16.16
2024-07-18,552.66,-0.01,2.25,151.73,-0.02,4.25,-0.02,5.11,18.32,-21.92,10123.99,-3325.96,6798.03,146.12
2024-07-19,548.99,-0.01,2.23,148.55,-0.02,4.16,-0.02,5.01,18.0,-22.24,9879.37,-3304.25,6575.11,-33.39
2024-07-22,554.65,0.01,2.26,153.01,0.03,4.29,0.03,5.16,18.2,-22.04,10095.8,-3371.85,6723.95,-19.75
2024-07-23,553.78,-0.0,2.25,152.21,-0.01,4.27,-0.0,5.14,18.2,-22.04,10079.96,-3354.22,6725.74,17.3
2024-07-24,541.23,-0.02,2.2,141.91,-0.07,3.98,-0.07,4.79,17.65,-22.59,9552.9,-3205.54,6347.36,-63.73
2024-07-25,538.41,-0.01,2.19,139.58,-0.02,3.91,-0.02,4.72,17.65,-22.59,9503.12,-3152.91,6350.21,44.39
2024-07-26,544.44,0.01,2.22,144.04,0.03,4.04,0.03,4.87,17.79,-22.45,9685.26,-3233.63,6451.63,-15.62
2024-07-29,544.76,0.0,2.22,144.29,0.0,4.04,0.0,4.88,17.79,-22.45,9690.95,-3239.24,6451.72,-26.76
2024-07-30,542.0,-0.01,2.21,142.07,-0.02,3.98,-0.02,4.81,17.79,-22.45,9641.86,-3189.4,6452.45,73.65
2024-07-31,550.81,0.02,2.24,148.71,0.05,4.17,0.05,5.04,17.99,-22.25,9906.99,-3309.2,6597.79,-20.6
2024-08-01,543.01,-0.01,2.21,142.53,-0.04,3.99,-0.04,4.83,17.69,-22.55,9606.89,-3213.62,6393.27,-33.97
2024-08-02,532.9,-0.02,2.17,134.51,-0.06,3.77,-0.06,4.56,17.28,-22.96,9210.36,-3087.74,6122.63,-52.84
2024-08-05,517.38,-0.03,2.11,122.74,-0.09,3.44,-0.09,4.16,16.62,-23.62,8598.25,-2899.13,5699.12,-99.14
2024-08-06,522.15,0.01,2.13,125.95,0.03,3.53,0.03,4.28,16.86,-23.38,8801.18,-2945.12,5856.06,-34.18
2024-08-07,518.66,-0.01,2.11,123.44,-0.02,3.46,-0.02,4.19,16.86,-23.38,8742.36,-2886.43,5855.93,83.07
2024-08-08,530.65,0.02,2.16,131.82,0.07,3.69,0.07,4.48,17.14,-23.1,9095.8,-3044.78,6051.01,-38.56
2024-08-09,532.99,0.0,2.17,133.35,0.01,3.74,0.01,4.54,17.14,-23.1,9135.91,-3080.12,6055.78,-104.47
2024-08-12,533.27,0.0,2.17,133.6,0.0,3.74,0.0,4.55,17.14,-23.1,9140.71,-3085.9,6054.81,-116.99
2024-08-13,542.04,0.02,2.21,140.13,0.05,3.93,0.05,4.77,17.53,-22.71,9500.61,-3182.55,6318.06,-47.04
2024-08-14,543.75,0.0,2.21,141.51,0.01,3.97,0.01,4.82,17.53,-22.71,9530.58,-3213.89,6316.69,-111.09
2024-08-15,553.07,0.02,2.25,148.67,0.05,4.17,0.05,5.06,17.92,-22.32,9911.72,-3317.96,6593.76,-42.16
2024-08-16,554.31,0.0,2.26,149.48,0.01,4.19,0.01,5.1,17.92,-22.32,9933.95,-3336.04,6597.91,-74.17
2024-08-19,559.61,0.01,2.28,153.79,0.03,4.31,0.03,5.24,18.16,-22.08,10162.81,-3395.44,6767.37,-23.5
2024-08-20,558.7,-0.0,2.27,152.98,-0.01,4.29,-0.0,5.22,18.16,-22.08,10146.28,-3377.55,6768.73,13.62
2024-08-21,560.62,0.0,2.28,154.51,0.01,4.33,0.01,5.27,18.16,-22.08,10181.15,-3411.33,6769.82,-52.85
2024-08-22,556.22,-0.01,2.26,150.76,-0.02,4.23,-0.02,5.15,18.16,-22.08,10101.24,-3328.54,6772.7,115.63
2024-08-23,562.13,0.01,2.29,155.38,0.03,4.35,0.03,5.31,18.16,-22.08,10208.57,-3430.54,6778.03,-83.05
2024-08-26,560.79,-0.0,2.28,154.29,-0.01,4.32,-0.01,5.28,18.16,-22.08,10184.23,-3406.47,6777.76,-35.19
2024-08-27,561.56,0.0,2.29,154.87,0.0,4.34,0.0,5.3,18.16,-22.08,10198.22,-3419.28,6778.94,-59.62
2024-08-28,558.3,-0.01,2.27,152.16,-0.02,4.26,-0.02,5.2,18.16,-22.08,10139.01,-3359.45,6779.57,60.67
2024-08-29,558.35,0.0,2.27,152.16,0.0,4.26,0.0,5.21,18.16,-22.08,10139.92,-3359.45,6780.47,61.58
2024-08-30,563.68,0.01,2.29,156.18,0.03,4.38,0.03,5.36,18.16,-22.08,10236.72,-3448.2,6788.52,-107.89
2024-09-03,552.08,-0.02,2.25,146.6,-0.06,4.11,-0.06,5.02,17.8,-22.44,9827.73,-3289.36,6538.38,-40.33
2024-09-04,550.95,-0.0,2.24,145.48,-0.01,4.08,-0.01,4.99,17.8,-22.44,9807.62,-3264.23,6543.39,14.94
2024-09-05,549.61,-0.0,2.24,144.4,-0.01,4.05,-0.01,4.96,17.8,-22.44,9783.76,-3239.99,6543.77,63.78
2024-09-06,540.36,-0.02,2.2,137.13,-0.05,3.84,-0.05,4.71,17.33,-22.91,9363.96,-3141.62,6222.34,-60.89
2024-09-09,546.41,0.01,2.22,141.58,0.03,3.97,0.03,4.87,17.57,-22.67,9599.75,-3209.64,6390.12,-29.16
2024-09-10,548.79,0.0,2.23,143.37,0.01,4.02,0.01,4.93,17.57,-22.67,9641.57,-3250.22,6391.35,-109.08
2024-09-11,554.42,0.01,2.26,147.67,0.03,4.14,0.03,5.08,17.84,-22.4,9891.79,-3307.4,6584.39,-30.41
2024-09-12,559.09,0.01,2.28,151.35,0.02,4.24,0.03,5.21,18.02,-22.22,10072.28,-3363.51,6708.77,-18.26
2024-09-13,562.01,0.01,2.29,153.53,0.01,4.3,0.02,5.29,18.02,-22.22,10124.89,-3411.96,6712.93,-110.99
2024-09-16,562.84,0.0,2.29,154.18,0.0,4.32,0.0,5.31,18.02,-22.22,10139.84,-3426.41,6713.44,-139.37
2024-09-17,563.07,0.0,2.29,154.38,0.0,4.33,0.0,5.32,18.02,-22.22,10143.98,-3430.85,6713.13,-148.57
2024-09-18,561.4,-0.0,2.29,152.85,-0.01,4.28,-0.01,5.27,18.02,-22.22,10113.9,-3396.85,6717.05,-76.65
2024-09-19,570.98,0.02,2.32,160.64,0.05,4.5,0.05,5.54,18.39,-21.85,10498.2,-3510.41,6987.79,-33.02
2024-09-20,568.25,-0.0,2.31,159.55,-0.01,4.47,-0.01,5.46,18.39,-21.85,10448.0,-3486.59,6961.42,-11.76
2024-09-23,569.67,0.0,2.32,160.82,0.01,4.51,0.01,5.5,18.39,-21.85,10474.11,-3514.34,6959.77,-68.91
2024-09-24,571.3,0.0,2.33,161.93,0.01,4.54,0.01,5.55,18.39,-21.85,10504.08,-3538.6,6965.48,-111.71
2024-09-25,570.04,-0.0,2.32,160.78,-0.01,4.51,-0.01,5.51,18.39,-21.85,10480.91,-3513.47,6967.45,-59.48
2024-09-26,572.3,0.0,2.33,162.77,0.01,4.56,0.01,5.58,18.39,-21.85,10522.47,-3556.95,6965.51,-148.39
2024-09-27,571.47,-0.0,2.33,161.84,-0.01,4.54,-0.0,5.56,18.39,-21.85,10507.21,-3536.63,6970.58,-102.68
2024-09-30,573.76,0.0,2.34,163.95,0.01,4.6,0.01,5.62,18.56,-21.68,10648.76,-3554.32,7094.44,-14.2
2024-10-01,568.62,-0.01,2.31,159.32,-0.03,4.47,-0.03,5.47,18.36,-21.88,10439.44,-3485.87,6953.57,-18.16
2024-10-02,568.86,0.0,2.32,159.45,0.0,4.47,0.0,5.48,18.36,-21.88,10443.84,-3488.71,6955.13,-22.29
2024-10-03,567.82,-0.0,2.31,158.51,-0.01,4.44,-0.01,5.45,18.36,-21.88,10424.75,-3468.14,6956.6,20.32
2024-10-04,572.98,0.01,2.33,162.64,0.03,4.56,0.03,5.6,18.5,-21.74,10597.5,-3536.36,7061.14,-11.58
2024-10-07,567.8,-0.01,2.31,158.28,-0.03,4.44,-0.03,5.45,18.31,-21.93,10395.86,-3471.06,6924.8,-17.33
2024-10-08,573.17,0.01,2.33,162.64,0.03,4.56,0.03,5.6,18.49,-21.75,10597.11,-3537.47,7059.63,-15.31
2024-10-09,577.14,0.01,2.35,165.92,0.02,4.65,0.02,5.72,18.62,-21.62,10748.47,-3586.4,7162.07,-10.72
2024-10-10,576.13,-0.0,2.35,165.05,-0.01,4.63,-0.01,5.69,18.62,-21.62,10729.66,-3567.59,7162.07,26.88
2024-10-11,579.58,0.01,2.36,167.77,0.02,4.7,0.02,5.79,18.62,-21.62,10793.91,-3626.39,7167.53,-85.25
2024-10-14,584.32,0.01,2.38,171.9,0.02,4.82,0.02,5.93,18.85,-21.39,11014.58,-3676.71,7337.87,-15.55
2024-10-15,579.78,-0.01,2.36,167.9,-0.02,4.71,-0.02,5.79,18.7,-21.54,10839.49,-3617.08,7222.41,-11.75
2024-10-16,582.3,0.0,2.37,169.95,0.01,4.76,0.01,5.87,18.7,-21.54,10886.6,-3661.24,7225.36,-97.12
2024-10-17,582.35,0.0,2.37,170.04,0.0,4.77,0.0,5.87,18.7,-21.54,10887.53,-3663.18,7224.35,-102.01
2024-10-18,584.59,0.0,2.38,171.76,0.01,4.81,0.01,5.94,18.84,-21.4,11015.06,-3675.07,7339.99,-10.15
2024-10-21,583.63,-0.0,2.38,170.97,-0.0,4.79,-0.0,5.91,18.84,-21.4,10996.97,-3658.17,7338.8,22.47
2024-10-22,583.32,-0.0,2.37,170.54,-0.0,4.78,-0.0,5.9,18.84,-21.4,10991.13,-3648.97,7342.16,44.23
2024-10-23,577.99,-0.01,2.35,165.79,-0.03,4.65,-0.03,5.74,18.59,-21.65,10746.19,-3588.78,7157.41,-20.16
2024-10-24,579.24,0.0,2.36,166.83,0.01,4.68,0.01,5.77,18.59,-21.65,10769.43,-3611.3,7158.14,-64.45
2024-10-25,579.04,-0.0,2.36,166.54,-0.0,4.67,-0.0,5.77,18.59,-21.65,10765.71,-3605.02,7160.7,-49.34
2024-10-28,580.83,0.0,2.36,168.07,0.01,4.71,0.01,5.82,18.59,-21.65,10798.99,-3638.14,7160.86,-115.42
2024-10-29,581.77,0.0,2.37,168.79,0.0,4.73,0.0,5.85,18.59,-21.65,10816.47,-3653.72,7162.75,-144.7
2024-10-30,580.01,-0.0,2.36,167.25,-0.01,4.69,-0.01,5.8,18.59,-21.65,10783.75,-3620.39,7163.36,-77.41
2024-10-31,568.64,-0.02,2.31,157.33,-0.06,4.41,-0.06,5.46,18.22,-22.02,10358.27,-3464.89,6893.38,-36.39
2024-11-01,571.04,0.0,2.32,159.18,0.01,4.46,0.01,5.52,18.22,-22.02,10401.99,-3505.63,6896.36,-114.9
2024-11-04,569.81,-0.0,2.32,158.16,-0.01,4.43,-0.01,5.49,18.22,-22.02,10379.58,-3483.16,6896.42,-69.91
2024-11-05,576.7,0.01,2.35,163.8,0.04,4.59,0.04,5.69,18.49,-21.75,10663.61,-3562.35,7101.26,-23.45
2024-11-06,591.04,0.02,2.41,175.98,0.07,4.93,0.07,6.11,18.96,-21.28,11205.25,-3744.92,7460.32,-29.52
2024-11-07,595.61,0.01,2.42,180.09,0.02,5.05,0.02,6.25,19.13,-21.11,11394.52,-3801.35,7593.17,-9.54
2024-11-08,598.19,0.0,2.44,182.23,0.01,5.11,0.01,6.34,19.13,-21.11,11443.88,-3846.52,7597.35,-95.69
2024-11-11,598.76,0.0,2.44,182.7,0.0,5.12,0.0,6.35,19.13,-21.11,11454.78,-3856.44,7598.34,-114.55
2024-11-12,596.9,-0.0,2.43,180.86,-0.01,5.07,-0.01,6.29,19.13,-21.11,11419.2,-3817.6,7601.59,-33.62
2024-11-13,597.19,0.0,2.43,181.16,0.0,5.08,0.0,6.3,19.13,-21.11,11424.75,-3823.94,7600.81,-47.07
2024-11-14,593.35,-0.01,2.42,177.55,-0.02,4.98,-0.02,6.18,19.13,-21.11,11351.28,-3747.74,7603.55,108.07
2024-11-15,585.75,-0.01,2.38,170.55,-0.04,4.78,-0.04,5.94,18.73,-21.5,10973.52,-3667.64,7305.88,-29.4
2024-11-18,588.15,0.0,2.39,172.69,0.01,4.84,0.01,6.02,18.73,-21.5,11018.48,-3713.66,7304.82,-122.49
2024-11-19,590.3,0.0,2.4,174.48,0.01,4.89,0.01,6.08,18.9,-21.34,11157.61,-3722.93,7434.67,-11.2
2024-11-20,590.5,0.0,2.4,174.5,0.0,4.89,0.0,6.09,18.9,-21.34,11161.39,-3723.36,7438.03,-8.7
2024-11-21,593.67,0.01,2.42,177.16,0.02,4.97,0.02,6.19,18.9,-21.34,11221.31,-3780.12,7441.19,-119.05
2024-11-22,595.51,0.0,2.42,178.74,0.01,5.01,0.01,6.25,19.06,-21.18,11348.79,-3786.01,7562.78,-9.23
2024-11-25,597.53,0.0,2.43,180.43,0.01,5.06,0.01,6.31,19.06,-21.18,11387.29,-3821.8,7565.48,-78.12
2024-11-26,600.65,0.01,2.45,183.32,0.02,5.14,0.02,6.41,19.23,-21.01,11547.9,-3852.15,7695.76,-8.54
2024-11-27,598.83,-0.0,2.44,181.42,-0.01,5.08,-0.01,6.35,19.23,-21.01,11512.91,-3812.22,7700.69,76.25
2024-11-29,602.55,0.01,2.45,184.69,0.02,5.18,0.02,6.47,19.23,-21.01,11584.43,-3880.93,7703.5,-58.37
2024-12-02,603.63,0.0,2.46,185.68,0.01,5.2,0.01,6.5,19.23,-21.01,11605.19,-3901.74,7703.46,-100.02
2024-12-03,603.91,0.0,2.46,185.86,0.0,5.21,0.0,6.51,19.23,-21.01,11610.58,-3905.52,7705.06,-105.98
2024-12-04,607.66,0.01,2.47,189.17,0.02,5.3,0.02,6.63,19.43,-20.81,11803.95,-3937.32,7866.63,-8.01
2024-12-05,606.66,-0.0,2.47,188.29,-0.0,5.28,-0.0,6.6,19.43,-20.81,11784.52,-3919.0,7865.52,27.51
2024-12-06,607.81,0.0,2.47,189.22,0.0,5.3,0.01,6.64,19.43,-20.81,11806.86,-3938.36,7868.5,-8.22
2024-12-09,604.68,-0.01,2.46,186.16,-0.02,5.22,-0.02,6.54,19.43,-20.81,11746.06,-3874.67,7871.39,122.05
2024-12-10,602.8,-0.0,2.45,184.48,-0.01,5.17,-0.01,6.47,19.25,-20.99,11605.83,-3871.44,7734.39,-8.49
2024-12-11,607.46,0.01,2.47,188.64,0.02,5.29,0.02,6.62,19.4,-20.84,11785.89,-3930.69,7855.2,-6.18
2024-12-12,604.33,-0.01,2.46,185.69,-0.02,5.2,-0.02,6.52,19.4,-20.84,11725.16,-3869.22,7855.94,117.5
2024-12-13,604.21,-0.0,2.46,185.42,-0.0,5.2,-0.0,6.52,19.4,-20.84,11722.83,-3863.59,7859.24,132.05
2024-12-16,606.79,0.0,2.47,187.65,0.01,5.26,0.01,6.6,19.4,-20.84,11772.89,-3910.06,7862.83,42.71
2024-12-17,604.29,-0.0,2.46,185.15,-0.01,5.19,-0.01,6.52,19.27,-20.97,11642.53,-3883.05,7759.48,-6.62
2024-12-18,586.28,-0.03,2.39,168.73,-0.09,4.73,-0.09,5.94,18.6,-21.64,10902.04,-3651.93,7250.11,-53.76
2024-12-19,586.1,-0.0,2.39,168.37,-0.0,4.72,-0.0,5.93,18.6,-21.64,10898.69,-3644.14,7254.55,-33.73
2024-12-20,591.15,0.01,2.41,173.94,0.03,4.88,0.03,6.08,18.85,-21.39,11143.34,-3720.34,7423.0,-17.68
2024-12-23,594.69,0.01,2.42,177.11,0.02,4.96,0.02,6.19,18.98,-21.26,11287.25,-3765.16,7522.09,-8.22
2024-12-24,601.3,0.01,2.45,182.64,0.03,5.12,0.03,6.4,19.18,-21.06,11530.43,-3846.96,7683.47,-10.45
2024-12-26,601.34,0.0,2.45,182.65,0.0,5.12,0.0,6.4,19.18,-21.06,11531.2,-3847.17,7684.03,-10.31
2024-12-27,595.01,-0.01,2.42,176.89,-0.03,4.96,-0.03,6.2,18.96,-21.28,11279.6,-3764.56,7515.04,-14.08
2024-12-30,588.22,-0.01,2.39,170.74,-0.03,4.79,-0.03,5.99,18.71,-21.53,11007.42,-3675.32,7332.1,-18.54
2024-12-31,586.08,-0.0,2.39,168.7,-0.01,4.73,-0.01,5.92,18.71,-21.53,10967.37,-3631.4,7335.97,73.16
2025-01-02,584.64,-0.0,2.38,167.31,-0.01,4.69,-0.01,5.88,18.71,-21.53,10940.42,-3601.48,7338.94,135.97
2025-01-03,591.95,0.01,2.41,173.37,0.04,4.86,0.04,6.1,18.71,-21.53,11077.22,-3731.93,7345.29,-118.57
2025-01-06,595.36,0.01,2.42,176.47,0.02,4.95,0.02,6.2,18.93,-21.31,11268.5,-3760.87,7507.63,-14.12
2025-01-07,588.63,-0.01,2.4,170.53,-0.03,4.78,-0.03,5.99,18.69,-21.54,11004.05,-3674.0,7330.05,-17.94
2025-01-08,589.49,0.0,2.4,170.97,0.0,4.79,0.0,6.02,18.69,-21.54,11020.12,-3683.48,7336.65,-30.3
2025-01-10,580.49,-0.02,2.36,163.09,-0.05,4.57,-0.05,5.74,18.38,-21.86,10667.52,-3565.5,7102.03,-28.97
2025-01-13,581.39,0.0,2.37,163.79,0.0,4.59,0.0,5.77,18.38,-21.86,10684.06,-3580.8,7103.26,-58.34
2025-01-14,582.19,0.0,2.37,164.22,0.0,4.6,0.0,5.8,18.38,-21.86,10698.76,-3590.2,7108.56,-71.84
2025-01-15,592.78,0.02,2.41,173.15,0.05,4.85,0.05,6.11,18.77,-21.47,11124.83,-3717.82,7407.01,-28.63
2025-01-16,591.64,-0.0,2.41,172.3,-0.0,4.83,-0.01,6.08,18.77,-21.47,11103.44,-3699.57,7403.87,4.72
2025-01-17,597.58,0.01,2.43,177.11,0.03,4.96,0.03,6.26,18.93,-21.31,11311.73,-3774.16,7537.58,-10.73
2025-01-21,603.05,0.01,2.45,181.84,0.03,5.1,0.03,6.43,19.1,-21.14,11520.06,-3843.35,7676.71,-10.0
2025-01-22,606.44,0.01,2.47,184.79,0.02,5.18,0.02,6.54,19.1,-21.14,11584.82,-3905.7,7679.12,-132.29
2025-01-23,609.75,0.01,2.48,187.83,0.02,5.26,0.02,6.65,19.32,-20.92,11778.96,-3929.63,7849.33,-9.93
2025-01-24,607.97,-0.0,2.47,185.99,-0.01,5.21,-0.01,6.59,19.32,-20.92,11744.58,-3891.14,7853.44,71.17
2025-01-27,599.37,-0.01,2.44,178.2,-0.04,4.99,-0.04,6.31,18.95,-21.29,11357.6,-3793.82,7563.78,-23.87
2025-01-28,604.52,0.01,2.46,182.52,0.02,5.12,0.03,6.47,19.12,-21.12,11556.28,-3855.27,7701.01,-9.53
2025-01-29,601.81,-0.0,2.45,180.23,-0.01,5.05,-0.01,6.38,19.12,-21.12,11504.48,-3806.9,7697.58,83.78
2025-01-30,605.04,0.01,2.46,183.03,0.02,5.13,0.02,6.49,19.12,-21.12,11566.22,-3866.04,7700.18,-31.9
2025-01-31,601.82,-0.01,2.45,179.98,-0.02,5.04,-0.02,6.38,19.12,-21.12,11504.67,-3801.62,7703.05,99.81
2025-02-03,597.77,-0.01,2.43,176.15,-0.02,4.94,-0.02,6.25,18.87,-21.37,11277.31,-3764.9,7512.41,-17.39
2025-02-04,601.78,0.01,2.45,179.53,0.02,5.03,0.02,6.38,19.0,-21.24,11432.2,-3813.51,7618.69,-8.32
2025-02-05,604.22,0.0,2.46,181.82,0.01,5.1,0.01,6.46,19.0,-21.24,11478.55,-3862.15,7616.4,-107.9
2025-02-06,606.32,0.0,2.47,183.67,0.01,5.15,0.01,6.53,19.15,-21.09,11611.39,-3873.29,7738.1,-8.48
2025-02-07,600.77,-0.01,2.45,178.49,-0.03,5.0,-0.03,6.35,18.95,-21.29,11385.65,-3799.54,7586.1,-12.98
2025-02-10,604.85,0.01,2.46,181.94,0.02,5.1,0.02,6.48,19.08,-21.16,11540.96,-3849.52,7691.44,-7.61
2025-02-11,605.31,0.0,2.46,182.32,0.0,5.11,0.0,6.49,19.08,-21.16,11549.74,-3857.56,7692.17,-22.95
2025-02-12,603.36,-0.0,2.46,180.66,-0.01,5.06,-0.01,6.43,19.08,-21.16,11512.53,-3822.44,7690.09,45.21
