,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2018-02-02,275.45,-0.02,1.12,48.27,-0.07,1.35,-0.07,1.4,13.57,-26.67,3738.78,-1287.15,2451.64,-122.66
2018-02-05,263.93,-0.04,1.07,42.34,-0.12,1.19,-0.13,1.22,12.8,-27.43,3379.45,-1161.58,2217.87,-105.29
2018-02-06,269.13,0.02,1.1,44.69,0.06,1.25,0.06,1.29,13.24,-27.0,3562.09,-1206.78,2355.31,-58.24
2018-02-07,267.67,-0.01,1.09,43.92,-0.02,1.23,-0.02,1.27,13.24,-27.0,3542.77,-1185.99,2356.78,-15.19
2018-02-08,257.63,-0.04,1.05,39.04,-0.11,1.09,-0.11,1.13,12.18,-28.06,3137.94,-1095.42,2042.52,-148.32
2018-02-09,261.5,0.02,1.06,40.83,0.05,1.14,0.05,1.18,12.66,-27.58,3311.0,-1125.98,2185.02,-66.94
2018-02-12,265.34,0.01,1.08,42.43,0.04,1.19,0.04,1.23,12.95,-27.29,3434.97,-1158.06,2276.91,-39.2
2018-02-13,266.0,0.0,1.08,42.81,0.01,1.2,0.01,1.24,12.95,-27.29,3443.52,-1168.43,2275.09,-61.77
2018-02-14,269.59,0.01,1.1,44.52,0.04,1.25,0.04,1.29,13.23,-27.01,3567.65,-1202.28,2365.37,-39.18
2018-02-15,273.03,0.01,1.11,46.19,0.04,1.29,0.04,1.34,13.23,-27.01,3613.17,-1247.38,2365.79,-128.96
2018-02-16,273.11,0.0,1.11,46.2,0.0,1.29,0.0,1.34,13.23,-27.01,3614.23,-1247.65,2366.58,-128.71
2018-02-20,271.4,-0.01,1.1,45.37,-0.02,1.27,-0.02,1.32,13.23,-27.01,3591.6,-1225.23,2366.37,-84.09
2018-02-21,270.05,-0.0,1.1,44.62,-0.02,1.25,-0.01,1.3,13.23,-27.01,3573.73,-1204.98,2368.76,-41.2
2018-02-22,270.4,0.0,1.1,44.84,0.0,1.26,0.0,1.3,13.23,-27.01,3578.36,-1210.92,2367.45,-54.39
2018-02-23,274.71,0.02,1.12,46.98,0.05,1.32,0.05,1.36,13.54,-26.69,3720.76,-1254.11,2466.65,-41.57
2018-02-26,277.9,0.01,1.13,48.62,0.03,1.36,0.03,1.41,13.54,-26.69,3763.97,-1297.89,2466.08,-129.7
2018-02-27,274.43,-0.01,1.12,46.78,-0.04,1.31,-0.04,1.36,13.54,-26.69,3716.97,-1248.77,2468.2,-29.34
2018-02-28,271.65,-0.01,1.11,45.23,-0.03,1.27,-0.03,1.32,13.54,-26.69,3679.32,-1207.4,2471.92,57.13
2018-03-01,267.7,-0.01,1.09,43.38,-0.04,1.22,-0.04,1.26,12.96,-27.28,3469.7,-1183.31,2286.4,-80.22
2018-03-02,269.08,0.01,1.1,44.06,0.02,1.23,0.02,1.28,12.96,-27.28,3487.59,-1201.86,2285.73,-117.98
2018-03-05,272.19,0.01,1.11,45.53,0.03,1.28,0.03,1.32,13.32,-26.91,3626.88,-1225.4,2401.48,-49.31
2018-03-06,272.88,0.0,1.11,45.89,0.01,1.29,0.01,1.33,13.32,-26.91,3636.08,-1235.09,2400.99,-69.18
2018-03-07,272.78,-0.0,1.11,45.86,-0.0,1.29,-0.0,1.33,13.32,-26.91,3634.74,-1234.28,2400.46,-68.1
2018-03-08,274.1,0.0,1.12,46.51,0.01,1.3,0.01,1.35,13.32,-26.91,3652.33,-1251.77,2400.56,-102.99
2018-03-09,278.87,0.02,1.14,48.89,0.05,1.37,0.05,1.42,13.74,-26.5,3831.69,-1295.53,2536.16,-54.89
2018-03-12,278.52,-0.0,1.13,48.72,-0.0,1.37,-0.0,1.42,13.74,-26.5,3826.88,-1291.02,2535.86,-46.19
2018-03-13,276.72,-0.01,1.13,47.75,-0.02,1.34,-0.02,1.39,13.74,-26.5,3802.15,-1265.32,2536.83,6.19
2018-03-14,275.3,-0.01,1.12,47.02,-0.02,1.32,-0.02,1.37,13.74,-26.5,3782.64,-1245.98,2536.66,44.71
2018-03-15,275.0,-0.0,1.12,46.85,-0.0,1.31,-0.0,1.36,13.74,-26.5,3778.52,-1241.47,2537.05,54.1
2018-03-16,274.2,-0.0,1.12,46.96,0.0,1.32,-0.01,1.35,13.74,-26.5,3767.52,-1244.39,2523.14,34.37
2018-03-19,270.49,-0.01,1.1,45.05,-0.04,1.26,-0.04,1.3,13.74,-26.5,3716.55,-1193.77,2522.78,135.23
2018-03-20,270.95,0.0,1.1,45.27,0.0,1.27,0.01,1.3,13.74,-26.5,3722.87,-1199.6,2523.27,124.06
2018-03-21,270.43,-0.0,1.1,45.04,-0.01,1.26,-0.01,1.3,13.74,-26.5,3715.72,-1193.51,2522.22,135.2
2018-03-22,263.67,-0.02,1.07,41.69,-0.07,1.17,-0.07,1.2,12.51,-27.73,3297.52,-1156.18,2141.34,-171.01
2018-03-23,258.05,-0.02,1.05,38.93,-0.07,1.09,-0.06,1.12,12.51,-27.73,3227.23,-1079.63,2147.6,-11.67
2018-03-26,265.11,0.03,1.08,42.19,0.08,1.18,0.08,1.21,12.87,-27.37,3412.83,-1154.56,2258.27,-50.85
2018-03-27,260.6,-0.02,1.06,39.92,-0.05,1.12,-0.05,1.15,12.87,-27.37,3354.77,-1092.44,2262.33,77.46
2018-03-28,259.83,-0.0,1.06,39.64,-0.01,1.11,-0.01,1.14,12.87,-27.37,3344.85,-1084.77,2260.08,90.53
2018-03-29,263.15,0.01,1.07,41.29,0.04,1.16,0.04,1.19,12.87,-27.37,3387.59,-1129.93,2257.67,-2.19
2018-04-02,257.47,-0.02,1.05,38.42,-0.07,1.08,-0.06,1.11,12.18,-28.06,3135.42,-1078.11,2057.32,-98.9
2018-04-03,260.77,0.01,1.06,39.93,0.04,1.12,0.04,1.15,12.53,-27.7,3268.52,-1106.25,2162.27,-50.23
2018-04-04,263.56,0.01,1.07,41.22,0.03,1.16,0.03,1.19,12.53,-27.7,3303.49,-1141.99,2161.5,-122.48
2018-04-05,265.64,0.01,1.08,42.1,0.02,1.18,0.02,1.22,12.85,-27.39,3414.34,-1152.94,2261.4,-44.47
2018-04-06,259.72,-0.02,1.06,39.34,-0.07,1.1,-0.07,1.14,12.85,-27.39,3338.25,-1077.35,2260.9,106.19
2018-04-09,261.0,0.0,1.06,39.79,0.01,1.12,0.01,1.15,12.85,-27.39,3354.7,-1089.67,2265.03,85.68
2018-04-10,265.15,0.02,1.08,41.79,0.05,1.17,0.05,1.21,12.85,-27.39,3408.04,-1144.45,2263.59,-25.3
2018-04-11,263.76,-0.01,1.07,41.07,-0.02,1.15,-0.02,1.19,12.85,-27.39,3390.18,-1124.73,2265.45,15.99
2018-04-12,265.93,0.01,1.08,42.11,0.03,1.18,0.02,1.22,12.85,-27.39,3418.07,-1153.21,2264.86,-41.56
2018-04-13,265.15,-0.0,1.08,41.73,-0.01,1.17,-0.01,1.21,12.85,-27.39,3408.04,-1142.8,2265.24,-20.37
2018-04-16,267.33,0.01,1.09,42.73,0.02,1.2,0.02,1.24,12.85,-27.39,3436.06,-1170.19,2265.87,-74.51
2018-04-17,270.19,0.01,1.1,44.09,0.03,1.24,0.03,1.28,12.85,-27.39,3472.82,-1207.43,2265.39,-149.48
2018-04-18,270.39,0.0,1.1,44.17,0.0,1.24,0.0,1.28,13.14,-27.1,3552.13,-1197.09,2355.04,-39.13
2018-04-19,268.89,-0.01,1.09,43.45,-0.02,1.22,-0.02,1.26,13.14,-27.1,3532.43,-1177.57,2354.85,-0.3
2018-04-20,266.61,-0.01,1.09,42.32,-0.03,1.19,-0.03,1.23,13.14,-27.1,3502.47,-1146.95,2355.52,61.62
2018-04-23,266.57,-0.0,1.09,42.29,-0.0,1.19,-0.0,1.23,13.14,-27.1,3501.95,-1146.14,2355.81,63.54
2018-04-24,262.98,-0.01,1.07,40.64,-0.04,1.14,-0.04,1.18,12.52,-27.72,3292.44,-1126.51,2165.93,-87.08
2018-04-25,263.63,0.0,1.07,40.87,0.01,1.15,0.01,1.19,12.52,-27.72,3300.58,-1132.88,2167.7,-98.07
2018-04-26,266.31,0.01,1.08,42.1,0.03,1.18,0.03,1.22,12.83,-27.41,3417.53,-1153.79,2263.74,-43.85
2018-04-27,266.56,0.0,1.09,42.2,0.0,1.18,0.0,1.22,12.83,-27.41,3420.74,-1156.53,2264.21,-48.86
2018-04-30,264.51,-0.01,1.08,41.22,-0.02,1.16,-0.02,1.2,12.83,-27.41,3394.43,-1129.68,2264.76,5.41
2018-05-01,264.98,0.0,1.08,41.44,0.01,1.16,0.01,1.2,12.83,-27.41,3400.46,-1135.7,2264.76,-6.65
2018-05-02,263.2,-0.01,1.07,40.56,-0.02,1.14,-0.02,1.18,12.83,-27.41,3377.62,-1111.59,2266.03,42.86
2018-05-03,262.62,-0.0,1.07,40.3,-0.01,1.13,-0.01,1.17,12.83,-27.41,3370.18,-1104.46,2265.72,56.79
2018-05-04,266.02,0.01,1.08,41.85,0.04,1.17,0.04,1.22,12.83,-27.41,3413.81,-1146.94,2266.87,-27.01
2018-05-07,266.92,0.0,1.09,42.25,0.01,1.18,0.01,1.23,12.83,-27.41,3425.36,-1157.9,2267.46,-48.35
2018-05-08,266.92,0.0,1.09,42.26,0.0,1.18,0.0,1.23,12.83,-27.41,3425.36,-1158.18,2267.18,-49.17
2018-05-09,269.5,0.01,1.1,43.47,0.03,1.22,0.03,1.26,12.83,-27.41,3458.47,-1191.34,2267.13,-115.55
2018-05-10,272.02,0.01,1.11,44.72,0.03,1.25,0.03,1.3,13.17,-27.06,3583.8,-1210.31,2373.49,-47.13
2018-05-11,272.85,0.0,1.11,44.97,0.01,1.26,0.01,1.31,13.17,-27.06,3594.73,-1217.07,2377.66,-56.49
2018-05-14,272.98,0.0,1.11,45.11,0.0,1.26,0.0,1.31,13.17,-27.06,3596.45,-1220.86,2375.58,-66.14
2018-05-15,271.1,-0.01,1.1,44.21,-0.02,1.24,-0.02,1.29,13.17,-27.06,3571.68,-1196.51,2375.17,-17.84
2018-05-16,272.24,0.0,1.11,44.79,0.01,1.26,0.01,1.3,13.17,-27.06,3586.7,-1212.2,2374.49,-49.91
2018-05-17,272.01,-0.0,1.11,44.65,-0.0,1.25,-0.0,1.3,13.17,-27.06,3583.67,-1208.41,2375.25,-41.58
2018-05-18,271.33,-0.0,1.1,44.31,-0.01,1.24,-0.01,1.29,13.17,-27.06,3574.71,-1199.21,2375.49,-22.93
2018-05-21,273.37,0.01,1.11,45.28,0.02,1.27,0.02,1.32,13.17,-27.06,3601.58,-1225.46,2376.12,-74.81
2018-05-22,272.61,-0.0,1.11,44.9,-0.01,1.26,-0.01,1.31,13.17,-27.06,3591.57,-1215.18,2376.39,-53.97
2018-05-23,273.36,0.0,1.11,45.28,0.01,1.27,0.01,1.32,13.17,-27.06,3601.45,-1225.46,2375.99,-74.94
2018-05-24,272.8,-0.0,1.11,45.02,-0.01,1.26,-0.01,1.31,13.17,-27.06,3594.07,-1218.43,2375.65,-61.21
2018-05-25,272.15,-0.0,1.11,44.65,-0.01,1.25,-0.01,1.3,13.17,-27.06,3585.51,-1208.41,2377.1,-39.73
2018-05-29,269.02,-0.01,1.1,43.15,-0.03,1.21,-0.03,1.26,13.17,-27.06,3544.27,-1167.82,2376.46,40.82
2018-05-30,272.61,0.01,1.11,44.82,0.04,1.26,0.04,1.31,13.17,-27.06,3591.57,-1213.02,2378.56,-47.47
2018-05-31,270.94,-0.01,1.1,43.9,-0.02,1.23,-0.02,1.28,13.17,-27.06,3569.57,-1188.12,2381.45,5.22
2018-06-01,273.6,0.01,1.11,45.27,0.03,1.27,0.03,1.32,13.17,-27.06,3604.61,-1225.19,2379.42,-70.97
2018-06-04,274.9,0.0,1.12,45.91,0.01,1.29,0.01,1.34,13.17,-27.06,3621.74,-1242.51,2379.23,-105.8
2018-06-05,275.1,0.0,1.12,46.01,0.0,1.29,0.0,1.34,13.17,-27.06,3624.38,-1245.22,2379.16,-111.29
2018-06-06,277.4,0.01,1.13,47.17,0.03,1.32,0.03,1.38,13.49,-26.75,3742.26,-1261.72,2480.54,-42.91
2018-06-07,277.37,-0.0,1.13,47.09,-0.0,1.32,-0.0,1.38,13.49,-26.75,3741.86,-1259.58,2482.28,-36.89
2018-06-08,278.19,0.0,1.13,47.49,0.01,1.33,0.01,1.39,13.49,-26.75,3752.92,-1270.28,2482.64,-57.93
2018-06-11,278.56,0.0,1.13,47.7,0.0,1.34,0.0,1.39,13.49,-26.75,3757.91,-1275.9,2482.01,-69.79
2018-06-12,278.92,0.0,1.14,47.93,0.0,1.34,0.0,1.4,13.49,-26.75,3762.77,-1282.05,2480.72,-83.39
2018-06-13,278.03,-0.0,1.13,47.38,-0.01,1.33,-0.01,1.38,13.49,-26.75,3750.76,-1267.34,2483.42,-51.26
2018-06-14,278.73,0.0,1.13,47.75,0.01,1.34,0.01,1.4,13.49,-26.75,3760.21,-1277.24,2482.97,-71.5
2018-06-15,277.13,-0.01,1.13,47.56,-0.0,1.33,-0.02,1.37,13.49,-26.75,3738.62,-1272.15,2466.47,-77.84
2018-06-18,276.56,-0.0,1.13,47.23,-0.01,1.32,-0.01,1.36,13.49,-26.75,3730.93,-1263.33,2467.6,-59.05
2018-06-19,275.5,-0.0,1.12,46.69,-0.01,1.31,-0.01,1.35,13.49,-26.75,3716.63,-1248.88,2467.75,-30.02
2018-06-20,275.97,0.0,1.12,46.96,0.01,1.32,0.01,1.35,13.49,-26.75,3722.97,-1256.11,2466.87,-45.34
2018-06-21,274.24,-0.01,1.12,46.05,-0.02,1.29,-0.02,1.33,13.49,-26.75,3699.63,-1231.76,2467.87,4.34
2018-06-22,274.74,0.0,1.12,46.25,0.0,1.3,0.01,1.34,13.49,-26.75,3706.38,-1237.11,2469.26,-4.96
2018-06-25,271.0,-0.01,1.1,44.4,-0.04,1.24,-0.04,1.28,13.49,-26.75,3655.92,-1187.63,2468.29,93.03
2018-06-26,271.6,0.0,1.11,44.65,0.01,1.25,0.01,1.29,13.49,-26.75,3664.02,-1194.32,2469.7,81.07
2018-06-27,269.35,-0.01,1.1,43.52,-0.03,1.22,-0.02,1.26,13.49,-26.75,3633.66,-1164.09,2469.57,141.39
2018-06-28,270.89,0.01,1.1,44.34,0.02,1.24,0.02,1.28,13.49,-26.75,3654.44,-1186.02,2468.42,96.37
2018-06-29,271.28,0.0,1.1,44.54,0.0,1.25,0.0,1.28,13.49,-26.75,3659.7,-1191.37,2468.33,85.58
2018-07-02,271.86,0.0,1.11,44.67,0.0,1.25,0.01,1.29,13.49,-26.75,3667.53,-1194.85,2472.67,82.97
2018-07-03,270.9,-0.0,1.1,44.17,-0.01,1.24,-0.01,1.28,13.49,-26.75,3654.57,-1181.48,2473.1,110.14
2018-07-05,273.11,0.01,1.11,45.26,0.02,1.27,0.02,1.31,13.49,-26.75,3684.39,-1210.63,2473.76,52.49
2018-07-06,275.42,0.01,1.12,46.37,0.02,1.3,0.03,1.34,13.49,-26.75,3715.55,-1240.32,2475.23,-5.42
2018-07-09,277.9,0.01,1.13,47.68,0.03,1.34,0.03,1.38,13.49,-26.75,3749.01,-1275.36,2473.64,-77.09
2018-07-10,278.9,0.0,1.14,48.14,0.01,1.35,0.01,1.4,13.49,-26.75,3762.5,-1287.67,2474.83,-100.51
2018-07-11,276.86,-0.01,1.13,47.17,-0.02,1.32,-0.02,1.36,13.49,-26.75,3734.98,-1261.72,2473.26,-50.19
2018-07-12,279.37,0.01,1.14,48.36,0.03,1.36,0.03,1.4,13.49,-26.75,3768.84,-1293.55,2475.29,-111.82
2018-07-13,279.59,0.0,1.14,48.45,0.0,1.36,0.0,1.4,13.49,-26.75,3771.81,-1295.96,2475.85,-116.07
2018-07-16,279.34,-0.0,1.14,48.35,-0.0,1.36,-0.0,1.4,13.49,-26.75,3768.43,-1293.29,2475.15,-111.42
2018-07-17,280.47,0.0,1.14,48.93,0.01,1.37,0.01,1.42,13.49,-26.75,3783.68,-1308.8,2474.88,-142.72
2018-07-18,281.06,0.0,1.14,49.22,0.01,1.38,0.01,1.43,13.77,-26.47,3870.65,-1302.72,2567.93,-37.5
2018-07-19,280.0,-0.0,1.14,48.64,-0.01,1.36,-0.01,1.41,13.77,-26.47,3856.06,-1287.37,2568.69,-6.05
2018-07-20,279.68,-0.0,1.14,48.51,-0.0,1.36,-0.0,1.41,13.77,-26.47,3851.65,-1283.93,2567.72,-0.13
2018-07-23,280.2,0.0,1.14,48.77,0.01,1.37,0.01,1.41,13.77,-26.47,3858.81,-1290.81,2568.0,-13.62
2018-07-24,281.61,0.01,1.15,49.41,0.01,1.38,0.02,1.44,13.77,-26.47,3878.23,-1307.75,2570.48,-45.02
2018-07-25,284.01,0.01,1.16,50.78,0.03,1.42,0.03,1.47,13.77,-26.47,3911.28,-1344.01,2567.27,-120.74
2018-07-26,283.34,-0.0,1.15,50.33,-0.01,1.41,-0.01,1.46,13.77,-26.47,3902.05,-1332.1,2569.96,-94.24
2018-07-27,281.42,-0.01,1.15,49.33,-0.02,1.38,-0.02,1.43,13.77,-26.47,3875.61,-1305.63,2569.98,-41.28
2018-07-30,279.95,-0.01,1.14,48.48,-0.02,1.36,-0.02,1.41,13.77,-26.47,3855.37,-1283.13,2572.23,5.97
2018-07-31,281.33,0.0,1.15,49.19,0.01,1.38,0.01,1.43,13.77,-26.47,3874.37,-1301.93,2572.45,-31.4
2018-08-01,280.86,-0.0,1.14,49.03,-0.0,1.37,-0.01,1.42,13.77,-26.47,3867.9,-1297.69,2570.21,-25.17
2018-08-02,282.39,0.01,1.15,49.73,0.01,1.39,0.02,1.45,13.77,-26.47,3888.97,-1316.22,2572.75,-59.68
2018-08-03,283.6,0.0,1.15,50.41,0.01,1.41,0.01,1.47,13.77,-26.47,3905.63,-1334.22,2571.42,-97.01
2018-08-06,284.64,0.0,1.16,50.96,0.01,1.43,0.01,1.48,13.77,-26.47,3919.96,-1348.77,2571.18,-126.36
2018-08-07,285.58,0.0,1.16,51.44,0.01,1.44,0.01,1.5,14.04,-26.2,4008.67,-1347.83,2660.84,-34.82
2018-08-08,285.46,-0.0,1.16,51.38,-0.0,1.44,-0.0,1.49,14.04,-26.2,4006.98,-1346.26,2660.72,-31.79
2018-08-09,285.07,-0.0,1.16,51.16,-0.0,1.43,-0.0,1.49,14.04,-26.2,4001.51,-1340.49,2661.01,-19.97
2018-08-10,283.16,-0.01,1.15,50.1,-0.02,1.4,-0.02,1.46,14.04,-26.2,3974.7,-1312.72,2661.98,36.54
2018-08-13,282.1,-0.0,1.15,49.52,-0.01,1.39,-0.01,1.44,14.04,-26.2,3959.82,-1297.52,2662.3,67.25
2018-08-14,283.9,0.01,1.16,50.45,0.02,1.41,0.02,1.47,14.04,-26.2,3985.08,-1321.89,2663.19,19.41
2018-08-15,281.78,-0.01,1.15,49.36,-0.02,1.38,-0.02,1.44,14.04,-26.2,3955.33,-1293.33,2662.0,75.34
2018-08-16,284.06,0.01,1.16,50.51,0.02,1.42,0.02,1.47,14.04,-26.2,3987.33,-1323.46,2663.87,16.94
2018-08-17,285.06,0.0,1.16,51.0,0.01,1.43,0.01,1.49,14.04,-26.2,4001.37,-1336.3,2665.07,-7.54
2018-08-20,285.67,0.0,1.16,51.34,0.01,1.44,0.01,1.5,14.04,-26.2,4009.93,-1345.21,2664.72,-25.7
2018-08-21,286.34,0.0,1.17,51.66,0.01,1.45,0.01,1.51,14.04,-26.2,4019.33,-1353.59,2665.74,-41.45
2018-08-22,286.17,-0.0,1.16,51.61,-0.0,1.45,-0.0,1.5,14.04,-26.2,4016.95,-1352.28,2664.66,-39.9
2018-08-23,285.79,-0.0,1.16,51.37,-0.0,1.44,-0.0,1.5,14.04,-26.2,4011.61,-1346.0,2665.62,-26.37
2018-08-24,287.51,0.01,1.17,52.25,0.02,1.46,0.02,1.53,14.04,-26.2,4035.76,-1369.05,2666.7,-71.4
2018-08-27,289.78,0.01,1.18,53.48,0.02,1.5,0.02,1.56,14.04,-26.2,4067.62,-1401.28,2666.34,-136.22
2018-08-28,289.92,0.0,1.18,53.63,0.0,1.5,0.0,1.56,14.04,-26.2,4069.59,-1405.21,2664.37,-146.05
2018-08-29,291.48,0.01,1.19,54.45,0.02,1.53,0.02,1.59,14.36,-25.88,4185.79,-1409.08,2776.71,-41.45
2018-08-30,290.3,-0.0,1.18,53.75,-0.01,1.51,-0.01,1.57,14.36,-25.88,4168.84,-1390.97,2777.88,-4.06
2018-08-31,290.31,0.0,1.18,53.75,0.0,1.51,0.0,1.57,14.36,-25.88,4168.99,-1390.97,2778.02,-3.91
2018-09-04,289.81,-0.0,1.18,53.5,-0.0,1.5,-0.01,1.56,14.36,-25.88,4161.81,-1384.5,2777.31,8.32
2018-09-05,289.03,-0.0,1.18,53.09,-0.01,1.49,-0.01,1.55,14.36,-25.88,4150.61,-1373.89,2776.72,28.95
2018-09-06,288.16,-0.0,1.17,52.6,-0.01,1.47,-0.01,1.53,14.36,-25.88,4138.11,-1361.21,2776.91,54.49
2018-09-07,287.6,-0.0,1.17,52.19,-0.01,1.46,-0.01,1.53,14.36,-25.88,4130.07,-1350.6,2779.47,78.28
2018-09-10,288.1,0.0,1.17,52.49,0.01,1.47,0.01,1.53,14.36,-25.88,4137.25,-1358.36,2778.89,62.17
2018-09-11,289.05,0.0,1.18,53.05,0.01,1.49,0.01,1.55,14.36,-25.88,4150.89,-1372.85,2778.04,32.34
2018-09-12,289.12,0.0,1.18,53.07,0.0,1.49,0.0,1.55,14.36,-25.88,4151.9,-1373.37,2778.53,31.79
2018-09-13,290.83,0.01,1.18,53.94,0.02,1.51,0.02,1.58,14.36,-25.88,4176.45,-1395.88,2780.57,-11.2
2018-09-14,290.88,0.0,1.18,53.96,0.0,1.51,0.0,1.58,14.36,-25.88,4177.17,-1396.4,2780.77,-12.03
2018-09-17,289.34,-0.01,1.18,53.09,-0.02,1.49,-0.02,1.55,14.36,-25.88,4155.06,-1373.89,2781.17,33.4
2018-09-18,290.91,0.01,1.18,53.92,0.02,1.51,0.02,1.58,14.36,-25.88,4177.6,-1395.37,2782.24,-8.49
2018-09-19,291.22,0.0,1.19,54.12,0.0,1.52,0.0,1.58,14.36,-25.88,4182.05,-1400.54,2781.51,-19.57
2018-09-20,293.58,0.01,1.2,55.38,0.02,1.55,0.02,1.62,14.36,-25.88,4215.95,-1433.15,2782.8,-83.5
2018-09-21,291.99,-0.01,1.19,55.25,-0.0,1.55,-0.02,1.6,14.36,-25.88,4193.11,-1429.78,2763.33,-96.24
2018-09-24,291.02,-0.0,1.18,54.73,-0.01,1.53,-0.01,1.58,14.36,-25.88,4179.18,-1416.33,2762.86,-69.8
2018-09-25,290.75,-0.0,1.18,54.41,-0.01,1.52,-0.0,1.58,14.36,-25.88,4175.31,-1408.05,2767.26,-48.83
2018-09-26,289.88,-0.0,1.18,53.9,-0.01,1.51,-0.01,1.56,14.36,-25.88,4162.81,-1394.85,2767.96,-21.73
2018-09-27,290.69,0.0,1.18,54.34,0.01,1.52,0.01,1.57,14.36,-25.88,4174.44,-1406.23,2768.21,-44.26
2018-09-28,290.72,0.0,1.18,54.32,-0.0,1.52,0.0,1.58,14.36,-25.88,4174.87,-1405.72,2769.16,-42.28
2018-10-01,291.73,0.0,1.19,54.89,0.01,1.54,0.01,1.59,14.36,-25.88,4189.38,-1420.47,2768.91,-72.02
2018-10-02,291.56,-0.0,1.19,54.8,-0.0,1.54,-0.0,1.59,14.36,-25.88,4186.94,-1418.14,2768.8,-67.48
2018-10-03,291.72,0.0,1.19,54.92,0.0,1.54,0.0,1.59,14.36,-25.88,4189.23,-1421.24,2767.99,-74.5
2018-10-04,289.44,-0.01,1.18,53.61,-0.02,1.5,-0.02,1.55,14.36,-25.88,4156.49,-1387.34,2769.15,-5.54
2018-10-05,287.82,-0.01,1.17,52.79,-0.02,1.48,-0.02,1.53,14.36,-25.88,4133.23,-1366.12,2767.11,34.86
2018-10-08,287.82,0.0,1.17,52.66,-0.0,1.48,0.0,1.53,14.36,-25.88,4133.23,-1362.76,2770.47,44.95
2018-10-09,287.4,-0.0,1.17,52.46,-0.0,1.47,-0.0,1.52,14.36,-25.88,4127.2,-1357.58,2769.61,54.45
2018-10-10,278.3,-0.03,1.13,47.49,-0.09,1.33,-0.09,1.38,13.27,-26.97,3694.12,-1280.57,2413.55,-147.59
2018-10-11,272.17,-0.02,1.11,44.27,-0.07,1.24,-0.07,1.29,13.27,-26.97,3612.75,-1193.74,2419.01,31.52
2018-10-12,275.95,0.01,1.12,46.17,0.04,1.29,0.04,1.34,13.27,-26.97,3662.92,-1244.98,2417.95,-72.0
2018-10-15,274.4,-0.01,1.12,45.35,-0.02,1.27,-0.02,1.32,13.27,-26.97,3642.35,-1222.86,2419.48,-26.25
2018-10-16,280.4,0.02,1.14,48.22,0.06,1.35,0.07,1.4,13.59,-26.65,3811.38,-1284.88,2526.49,-43.27
2018-10-17,280.45,0.0,1.14,48.28,0.0,1.35,0.0,1.4,13.59,-26.65,3812.06,-1286.48,2525.58,-47.39
2018-10-18,276.4,-0.01,1.13,46.25,-0.04,1.3,-0.04,1.34,13.59,-26.65,3757.01,-1232.39,2524.62,59.84
2018-10-19,276.25,-0.0,1.12,46.06,-0.0,1.29,-0.0,1.34,13.59,-26.65,3754.97,-1227.33,2527.64,72.99
2018-10-22,275.01,-0.0,1.12,45.52,-0.01,1.28,-0.01,1.32,13.59,-26.65,3738.11,-1212.94,2525.18,99.3
2018-10-23,273.61,-0.01,1.11,44.74,-0.02,1.25,-0.02,1.3,13.59,-26.65,3719.08,-1192.15,2526.93,142.62
2018-10-24,265.32,-0.03,1.08,40.69,-0.09,1.14,-0.09,1.18,12.14,-28.09,3222.03,-1143.18,2078.84,-207.53
2018-10-25,270.08,0.02,1.1,42.92,0.05,1.2,0.05,1.25,12.77,-27.47,3448.67,-1179.01,2269.66,-88.35
2018-10-26,265.33,-0.02,1.08,40.56,-0.05,1.14,-0.05,1.18,12.77,-27.47,3388.02,-1114.18,2273.84,45.49
2018-10-29,263.86,-0.01,1.07,39.87,-0.02,1.12,-0.02,1.16,12.77,-27.47,3369.25,-1095.22,2274.02,83.58
2018-10-30,267.77,0.01,1.09,41.72,0.05,1.17,0.04,1.21,12.77,-27.47,3419.17,-1146.04,2273.13,-18.95
2018-10-31,270.63,0.01,1.1,43.01,0.03,1.21,0.03,1.25,12.77,-27.47,3455.69,-1181.48,2274.22,-88.74
2018-11-01,273.51,0.01,1.11,44.39,0.03,1.24,0.03,1.29,13.07,-27.17,3575.31,-1205.94,2369.37,-42.51
2018-11-02,271.89,-0.01,1.11,43.48,-0.02,1.22,-0.02,1.27,13.07,-27.17,3554.14,-1181.22,2372.92,10.48
2018-11-05,273.39,0.01,1.11,44.24,0.02,1.24,0.02,1.29,13.07,-27.17,3573.74,-1201.87,2371.88,-31.85
2018-11-06,275.12,0.01,1.12,45.08,0.02,1.26,0.02,1.32,13.07,-27.17,3596.36,-1224.69,2371.67,-77.7
2018-11-07,281.01,0.02,1.14,47.89,0.06,1.34,0.06,1.4,13.48,-26.76,3788.21,-1281.45,2506.76,-56.14
2018-11-08,280.5,-0.0,1.14,47.66,-0.0,1.34,-0.01,1.39,13.48,-26.76,3781.34,-1275.3,2506.04,-44.55
2018-11-09,277.76,-0.01,1.13,46.33,-0.03,1.3,-0.03,1.35,13.48,-26.76,3744.4,-1239.71,2504.69,25.28
2018-11-12,272.57,-0.02,1.11,43.64,-0.06,1.22,-0.06,1.28,12.83,-27.41,3496.17,-1196.27,2299.9,-92.64
